amf_no,pl_no,amf_ra,amf_dec,pl_ra,pl_dec,amf_z,pl_z,amf_rh,pl_sn,pl_msz
147,602,12.9258,27.3515,12.9230972730801,27.346064284658713,0.3561,0.37970479999999995,108.8203,5.966810700000001,6.471866599999999
149,1030,177.4175,22.3998,177.40321721867878,22.406337791542427,0.5036,0.545,108.48299999999999,11.417517,10.417826
151,678,25.5057,21.5228,25.51566656129875,21.53302040606336,0.3195,0.2803,108.3804,5.9895554,5.9843245000000005
152,868,111.7138,30.9963,111.75312144894329,31.02200308363203,0.1995,0.1929,108.2816,5.386101,4.290579
153,417,356.1347,3.0939,356.17579813811693,3.0935927334527333,0.3427,0.349,107.9498,4.8106737,5.1368775
155,678,25.2659,21.5413,25.51566656129875,21.53302040606336,0.2684,0.2803,107.4247,5.9895554,5.9843245000000005
156,249,334.7005,-2.9578,334.6484079908488,-2.9574109060924787,0.1244,0.0902,107.3405,4.8140535,2.2257829
159,215,328.5153,-3.9813,328.54491668623217,-4.001940435094648,0.1682,0.1509,106.4631,4.756236599999999,3.2576516
160,892,123.6121,27.3335,123.65788875539177,27.336560467552466,0.2857,0.28417647,106.3275,4.9660597,4.943095
166,349,358.5315,-10.3845,358.56911109857595,-10.445246239420158,0.0757,0.0765,105.4893,7.7822433,2.761984
169,283,216.4957,37.8322,216.50321414660192,37.815967210324615,0.1669,0.1712,105.2935,17.8133,7.2358899999999995
171,334,344.2079,5.5237,344.25503220050456,5.502859680405831,0.1868,0.1696,104.7728,5.468568299999999,3.7003730000000004
173,992,144.1942,12.4975,144.14657440990362,12.452201998462476,0.3341,0.3104,104.6198,5.810921,5.7500477
175,1336,185.6828,2.0946,185.70321322465782,2.115779455293969,0.2311,0.22898613,104.4815,4.852104,4.098034999999999
177,69,244.04,7.8667,243.98219762134255,7.859833968070728,0.3855,0.3815,104.1374,5.3769054,6.1657724
179,791,140.485,51.9647,140.58594134582458,51.8876239499636,0.2085,0.20973293,103.7798,4.961611,3.7559066
180,290,200.7058,31.6587,200.69459381386048,31.656538359609875,0.3136,0.3083,103.6429,8.994572999999999,6.6004877
181,1015,145.5127,8.9551,145.54029767167998,8.973069916581746,0.2168,0.20600000000000002,103.4884,5.079842,4.0429997
183,798,137.3986,51.5229,137.39484925930338,51.548926019195996,0.2376,0.23225,103.27,7.961196000000001,5.3352965999999995
184,490,351.631,29.3646,351.59627270592557,29.32577129215673,0.2668,0.22699999999999998,103.1604,6.041124,4.8786190000000005
186,234,332.9356,-3.8274,332.9307646160138,-3.8292289495907945,0.3965,0.397,103.0234,12.458631,10.503954
192,212,323.8459,-1.0192,323.7991586718976,-1.0448463852524306,0.3227,0.33,102.2789,8.497271000000001,7.453945
193,671,21.2798,8.6718,21.274480383729856,8.73765152855762,0.0855,0.0491,102.2761,5.268864,1.8315567
196,828,42.0599,-2.2628,42.05598019343738,-2.2374019374094742,0.2328,0.23600000000000002,102.051,8.251163,6.065901
197,543,2.7302,29.1639,2.6883645248933306,29.16731886011321,0.3294,0.34811416,101.9631,5.0969424000000005,5.4990687000000005
201,778,155.7186,50.1218,155.5974893881438,50.1197468146659,0.157,0.158,101.7134,9.655517999999999,4.7336407
202,802,29.9762,-8.8499,29.977553765213102,-8.85888993385138,0.4029,0.405,101.67399999999999,6.7178326,7.204625999999999
207,502,2.3315,6.821000000000001,2.339505171996875,6.829251560822418,0.2476,0.24406195,100.8248,5.9049044,4.89872
207,504,2.3315,6.821000000000001,2.5583962349426503,6.633859554729253,0.2476,0.291234,100.8248,4.6435084,4.798479599999999
219,259,336.0101,-1.5805,335.98566648635693,-1.6169119973097563,0.113,0.0906,99.4206,8.2575445,3.4668398000000002
224,987,126.2266,4.4439,126.28130066972338,4.456367352016752,0.2274,0.23281266,99.0605,7.895587,5.067926
224,989,126.2266,4.4439,126.44771951695351,4.303618246083366,0.2274,0.2248,99.0605,6.795596000000001,4.8747344
226,236,237.1382,36.0714,237.1413129975069,36.103359652363416,0.2382,0.2382,98.9845,6.8540529999999995,5.586019
227,160,239.6198,27.3433,239.6004709809277,27.212253386991293,0.0903,0.0894,98.8727,28.386078,8.771307
235,876,166.52,33.5599,166.53757766752972,33.57204370356703,0.488,0.4881,98.2012,5.107653,5.5462904
238,1046,135.3912,-1.6556,135.37263558757144,-1.6582023102879049,0.3157,0.29435,98.0391,5.2230377,4.961755999999999
241,848,127.4512,38.4653,127.43348613471258,38.45478413732499,0.3901,0.3919,97.6328,6.192642,6.559128
244,1035,140.5638,3.7680000000000002,140.560565614675,3.752893088908317,0.2679,0.2701,97.4541,6.693232000000001,5.781798
249,1418,191.9479,-2.7759,191.95285777486728,-2.8002915946330185,0.1838,0.1797,97.1367,6.105872,4.4172335
251,979,141.0515,14.1618,141.03199851976038,14.166259860845125,0.1397,0.1357,97.0204,7.0167584000000005,3.8898292000000003
260,599,12.4656,24.4606,12.46888679371939,24.45267359212484,0.1014,0.0815,96.3318,5.4407916,2.5199447
265,410,347.4725,17.4094,347.3346165992582,17.895274702417733,0.1449,-1.0,96.0546,5.5238767,0.0
270,489,261.8056,70.609,261.9280097616009,70.59414687172891,0.361,0.3059,95.6841,4.944657,3.3127843999999995
272,687,30.070999999999998,27.8059,30.0904732439047,27.82077549930485,0.4834,0.55447245,95.3791,4.97616,6.923885
273,601,12.7502,26.3085,12.824560572574985,26.050957341709537,0.2682,0.34578702,95.3404,4.859696,5.566731
276,922,113.9451,15.0889,113.96021400299247,15.097915870831356,0.1413,0.122,95.1824,6.685509700000001,3.7058675
281,416,0.8314,-6.0745,0.7878387434768469,-6.072208445774303,0.2711,0.23199999999999998,94.8412,9.3478,5.9573526
284,1358,188.5892,9.7537,188.61582114997287,9.781531001061241,0.2318,0.22899999999999998,94.5349,8.790767,5.8769355
285,634,14.443,-6.9756,14.538885547932887,-6.7505932399660304,0.1331,0.11926073599999999,94.5185,7.5859833,4.060239
288,210,319.7231,0.555,319.73751919767864,0.5438781702658372,0.2745,0.26497498,94.1779,5.0427136,4.588255
290,318,326.4723,20.7348,326.5373031783524,20.477777485605692,0.2202,0.25,94.0237,7.228796000000001,5.0252047
292,499,0.4838,12.0571,0.4838143549672432,12.078186523263511,0.2317,0.2033,93.8525,5.3962092,4.1072617
297,291,333.4389,6.5363,333.4279666592987,6.533125040047383,0.3705,0.39073086,93.3625,4.810106299999999,5.383282
309,748,137.7956,61.1309,137.80757649532424,61.13239608789046,0.2798,0.28982484,91.9563,6.400442,5.468107
311,566,5.0415,34.8372,5.01723555516035,34.852872199593264,0.4776,0.45729658,91.8922,4.543193,5.3121877
312,983,172.38400000000001,23.8908,172.4647746253357,23.816834962543787,0.1376,0.1371,91.8006,7.2157116,3.591041
313,843,50.135,0.501,50.126345342074785,0.5114655725280708,0.3878,0.3939,91.7357,4.6359277,5.136060700000001
314,301,225.3287,42.3895,225.3359378133409,42.3464300956807,0.2935,0.2917,91.7126,8.579149000000001,5.8693595
326,1063,143.8032,0.8105,143.81963002536966,0.8184450300110904,0.3587,0.35682267,90.7283,5.1040444,5.4773803
331,1012,134.4631,3.1789,134.47530026341082,3.174423336745564,0.2009,0.203,90.4617,5.958268,4.598209400000001
334,1022,157.6394,14.2231,157.6628419500049,14.243262281742954,0.3181,0.32647815,90.2497,5.6929016,4.8675275000000005
334,1026,157.6394,14.2231,157.84795186362274,14.076563866465724,0.3181,0.3188,90.2497,5.636506,5.275887
339,517,202.6057,49.1493,202.6355399636,49.15293765248821,0.3318,0.3314,89.8684,5.3344727,4.674128
340,402,355.9293,0.2811,355.9172488700218,0.3020789424451429,0.2697,0.27,89.8598,6.2557282,5.1834126
341,922,113.9101,15.1298,113.96021400299247,15.097915870831356,0.1514,0.122,89.7569,6.685509700000001,3.7058675
343,329,355.3155,-9.0341,355.33439674679266,-9.018616255671047,0.2503,0.251,89.6863,5.0592804000000005,4.110028
347,914,126.8727,22.5285,126.87994683260122,22.55415272346721,0.3384,0.3349,89.1453,6.9554462,6.3487160000000005
348,409,353.7196,5.646,353.73004873374026,5.665966462563387,0.2058,0.19671729,89.1062,5.9524074,4.3189316
349,541,198.2814,46.2862,198.26416171147807,46.281164422727784,0.1824,0.183,89.0532,8.312058,4.3425183
351,1504,201.0628,-3.3115,200.9818911410653,-3.3189160071478367,0.2399,0.21959504,88.9903,4.8559575,4.418547599999999
354,856,44.768,-7.0124,44.76947986604144,-6.9711387651912124,0.4225,0.4229888,88.8918,5.488338,6.3549805
359,156,230.6003,27.7122,230.617070586882,27.694719997263647,0.0741,0.0723,88.6506,12.501012,4.0811195
361,784,144.5848,52.0512,144.589810905644,52.03355147088951,0.341,0.342,88.61,6.721440299999999,6.009507
363,573,9.2796,9.167,9.267227486688514,9.153556343194813,0.2741,0.2546,88.2853,8.400888,6.4331135999999995
370,352,210.088,41.03,210.09947613841155,41.012856980991366,0.2485,0.25047943,88.0279,5.485477400000001,4.1604815
371,847,154.2862,39.0496,154.25744553147203,39.02795684870318,0.2083,0.20600000000000002,87.8668,9.402097999999999,5.8345037
372,434,3.2334,-8.9471,3.2029844517993666,-8.950523613622568,0.3363,0.35211053,87.8149,5.768713,5.450527
375,994,125.4417,1.1868,125.44952112013794,1.2301810612581707,0.1127,0.0822,87.7209,5.035804,2.2889939999999998
379,632,16.8296,27.9693,17.056902733541627,27.97861430527251,0.4093,0.24866426,87.3059,4.518504599999999,4.898507599999999
380,1635,219.5904,3.6704,219.61401693346542,3.6808964450965806,0.2369,0.21939182,87.3048,4.9861949999999995,4.2801656999999995
382,696,179.84099999999998,49.793,179.8426533939683,49.77416892948556,0.3488,0.3633531,87.2191,10.171224,7.6491240000000005
385,1002,171.0102,21.4699,171.0046074558256,21.48938666128953,0.1994,0.1904,86.9993,8.787463,5.2742786
386,890,151.7388,32.0056,151.75022178327058,32.02123185349068,0.402,0.37498584,86.93299999999999,5.4813220000000005,5.6631064
388,632,17.0782,27.9622,17.056902733541627,27.97861430527251,0.2812,0.24866426,86.7111,4.518504599999999,4.898507599999999
401,862,130.7422,36.3575,130.74851204175278,36.35276996497539,0.2999,0.282,85.9212,18.863644,10.998416
402,249,335.1289,-2.8396,334.6484079908488,-2.9574109060924787,0.12,0.0902,85.882,4.8140535,2.2257829
404,734,154.3978,59.5707,154.40842041035322,59.55098624505127,0.3158,0.2894866,85.8563,6.613865400000001,5.080495
410,486,354.1106,21.1819,354.13110016767985,21.15191049515915,0.0804,0.0565,85.6685,4.620644,1.8440452
411,815,126.3559,47.1622,126.36985365518595,47.15324363195961,0.1274,0.1267,85.6643,7.44124,3.901607
413,760,184.3973,36.6905,184.3871543570096,36.716732209843386,0.365,0.37702504,85.5919,6.3002667,5.5573926
421,341,336.519,17.3825,336.5395906257145,17.37665665330599,0.1188,0.1072,85.0425,8.680147,3.7740483
425,134,213.6555,27.0542,213.63482417538955,27.055502038847905,0.5118,0.4809655,84.8855,7.4016466,7.058753500000001
432,621,14.9156,13.1781,14.952413729268198,13.264428243552873,0.4734,0.49384898,84.4936,4.916163,4.498387999999999
435,554,8.7324,2.5652,8.622170747171786,2.4226259523986475,0.382,0.36831814,84.3544,5.658483,5.775038200000001
438,839,179.4015,33.624,179.31097157114587,33.61097087249189,0.2155,0.2138,84.2421,10.995439999999999,6.2998095
439,1000,131.3748,3.4552,131.3705785318443,3.4753991919372598,0.3393,0.3269,84.1735,4.988645,5.271713
444,280,215.5006,37.279,215.43202679008584,37.28211953494641,0.16899999999999998,0.16300766,83.8753,7.0650897,3.7882655
458,196,312.6905,1.3678,312.67912385118785,1.396000260511738,0.3387,0.3334,83.2968,5.5619535,5.4416676
465,198,221.113,31.261999999999997,221.1193584375849,31.233363034130587,0.2312,0.23399999999999999,82.9891,6.149436,4.7297473
466,633,17.5315,32.1626,17.51643903577256,32.182913098631104,0.3365,0.35280320000000004,82.7919,4.665613,5.288989
467,601,12.8531,26.0789,12.824560572574985,26.050957341709537,0.3651,0.34578702,82.7855,4.859696,5.566731
470,1274,180.1657,3.3716,180.1091030521049,3.3484717753982456,0.1398,0.1339,82.6822,12.5674515,5.538075
479,1,229.1847,-0.9078,229.1905119714861,-1.0172220494487687,0.1191,0.1198,82.2326,6.7531857,3.9624107000000004
485,742,28.1842,1.0056,28.145119982007195,0.9903359195078101,0.2326,0.22699999999999998,82.0791,5.644424400000001,5.0446295999999995
495,183,231.0557,29.9294,231.0468927836571,29.91287469103654,0.1185,0.1145,81.691,12.9253435,5.30745
497,370,246.7305,55.4906,246.76585255028166,55.48021553191532,0.1486,0.13,81.6835,6.4160314000000005,2.699005
504,599,13.09,24.3972,12.46888679371939,24.45267359212484,0.1125,0.0815,81.3219,5.4407916,2.5199447
506,168,218.3843,29.4689,217.99583896954275,29.55665389525545,0.2227,0.2191,81.2698,6.6216984,4.8253675000000005
518,393,346.1763,13.5969,346.32172908638915,13.539992067549589,0.2376,0.0481,80.7372,7.13824,1.69815
522,976,147.471,17.0923,147.4592105126489,17.121390896748572,0.3827,0.3826,80.5948,9.827943,8.238749499999999
527,710,45.0825,44.522,45.174826301593505,44.49151425319459,0.0622,0.03,80.3735,6.1039962999999995,1.9121203000000002
530,524,0.2954,21.5359,0.3018776689440809,21.593165285138717,0.4176,0.4152,80.1908,4.725057,5.728785
535,554,8.6179,2.425,8.622170747171786,2.4226259523986475,0.3794,0.36831814,80.0951,5.658483,5.775038200000001
540,190,230.4106,30.6704,230.3160861736796,30.627828305750512,0.0791,0.0777,80.018,9.926571000000001,3.589891
542,1076,168.2123,13.468,168.23599197063626,13.485336593999175,0.1665,0.16899999999999998,79.9836,7.308778,4.4743547
559,1022,157.8394,14.0881,157.6628419500049,14.243262281742954,0.3184,0.32647815,79.2225,5.6929016,4.8675275000000005
559,1026,157.8394,14.0881,157.84795186362274,14.076563866465724,0.3184,0.3188,79.2225,5.636506,5.275887
560,1045,174.0493,20.3385,174.0534422437393,20.324520717693005,0.314,0.32118443,79.1352,6.0383043,5.415278400000001
562,296,3.6953,-20.3492,3.6923231432662016,-20.41487485046159,0.3297,0.317,79.1025,7.2563105,5.917576
569,145,209.7663,27.8486,209.8162598677606,27.965074011931875,0.4821,0.0612,78.7642,9.287459,2.5706658
572,7,210.9501,15.7186,210.99331740842618,15.688426674543948,0.1818,0.18051805,78.7205,4.62169,3.5104008
575,868,111.8109,31.0565,111.75312144894329,31.02200308363203,0.1975,0.1929,78.6512,5.386101,4.290579
579,1605,197.6077,21.8374,197.60434796701026,21.87045893331881,0.2734,0.27973354,78.5665,6.6406979999999995,5.8108697
582,389,7.5003,-20.0745,7.478490293084527,-20.074844595946843,0.2487,-1.0,78.5131,5.34641,0.0
587,427,258.1058,64.05199999999999,258.18452453486486,64.05898905469914,0.0827,0.0809,78.3255,26.50315,5.3828144
588,1329,187.6814,10.5764,187.71466083325103,10.575836004831176,0.1677,0.165,78.2897,10.885528,5.6070347
589,549,2.9334,32.4315,2.9363477134918,32.43252645948553,0.1217,0.1073,78.1826,8.148621,3.7100751000000005
591,255,221.0751,35.914,221.07374929133687,35.937636366578154,0.3513,0.36074635,78.1358,4.667572,4.999158
597,202,312.7739,2.2678,312.77128048383713,2.2844662490077923,0.3666,0.3211,77.9298,7.595383999999999,6.3926463
601,101,225.0909,21.3662,225.0904834581648,21.35943237428672,0.1901,0.153,77.7649,7.524511,4.5426245000000005
604,751,28.3694,-1.1599,28.38664041458776,-1.2659783813044647,0.2434,0.2438,77.6457,4.774243,4.261919
612,419,346.663,21.5179,346.45894942510216,21.32443380940897,0.3035,-1.0,77.2482,6.727388,0.0
616,535,209.9631,62.5079,209.93559738845371,62.52795012568386,0.3269,0.3259,77.0348,7.199408,4.8143888
623,552,201.3026,57.6075,201.3064943077599,57.583420036168825,0.1165,0.115582645,76.8001,4.7456236,2.1717703
648,229,255.6959,33.4732,255.66630937229573,34.05107221029076,0.0884,0.0953,75.7564,12.739476,4.3796263
650,14,233.2722,-0.7412,233.27333645391982,-0.6754161514834653,0.1549,0.15127213,75.6043,4.757889700000001,3.592052
657,738,187.6643,34.6283,187.66986942222175,34.62896767917691,0.3289,0.3331,75.4154,6.0901629999999995,5.358086599999999
658,348,342.5836,10.9045,342.602682937906,10.913960776628109,0.10800000000000001,0.0768,75.3653,5.4988275,2.237844
661,203,314.9443,1.2943,314.7312174450861,1.3563280768620698,0.1654,0.33399999999999996,75.2259,6.785409,6.597796000000001
684,265,342.282,-5.4534,342.29575767466025,-5.446745487944834,0.2642,0.24523622,74.6938,5.320636299999999,4.4753523
686,822,37.9333,-4.865,37.93007412799118,-4.86115224724917,0.1856,0.1843,74.6498,5.037557,3.961237
692,987,126.1936,4.4784,126.28130066972338,4.456367352016752,0.2256,0.23281266,74.49600000000001,7.895587,5.067926
692,989,126.1936,4.4784,126.44771951695351,4.303618246083366,0.2256,0.2248,74.49600000000001,6.795596000000001,4.8747344
696,1634,226.0186,-2.8132,226.0226689119137,-2.798439281219453,0.2655,0.2153,74.3219,8.695392,6.6662083
698,428,8.8393,-20.2509,8.850112713326197,-20.27083765828011,0.364,0.35200000000000004,74.2758,8.700439999999999,7.006990400000001
705,702,177.1898,51.6071,177.30615444223392,51.60856600751645,0.1313,0.132,74.0273,4.885504,2.6576459999999997
717,443,356.17699999999996,9.1138,355.5089132292594,9.143197170621947,0.0741,0.48806635,73.6105,5.7008376,6.000246
717,448,356.17699999999996,9.1138,356.2844832539868,9.180915660312682,0.0741,0.04,73.6105,5.4303365,1.4719905
717,449,356.17699999999996,9.1138,356.25143168681524,9.267784739674966,0.0741,0.06872333,73.6105,4.672178,2.0029292
718,914,126.7164,22.7734,126.87994683260122,22.55415272346721,0.3337,0.3349,73.5792,6.9554462,6.3487160000000005
720,804,33.6931,-4.5356,33.68421564281579,-4.5856181470119575,0.1487,0.1393,73.5731,6.9690094,4.306383599999999
734,393,346.1563,13.8432,346.32172908638915,13.539992067549589,0.2333,0.0481,73.1769,7.13824,1.69815
743,408,261.8921,61.486000000000004,261.9435806722631,61.50864776937242,0.3123,0.307,72.8844,6.344378,4.385515
744,576,9.9655,6.7913,10.067096322864518,6.879507333768242,0.0739,0.0395,72.8125,6.450549,1.6684869999999998
749,531,358.2943,33.2696,358.28654292274575,33.28003776452864,0.4956,0.457,72.7056,6.719013,6.919559
