amf_no,pl_no,amf_ra,amf_dec,pl_ra,pl_dec,amf_z,pl_z,amf_rh,pl_sn,pl_msz
763,571,8.4793,18.4012,8.034519063205039,18.153635976575607,0.1412,0.39564738,72.4379,7.712888700000001,7.6086564
764,985,145.7223,14.4842,145.749201000359,14.540683749214804,0.3434,0.3403,72.305,4.770631,5.2250156
777,435,227.078,57.9053,227.06135042522817,57.89178266183406,0.5392,0.5392,72.0057,7.769938000000001,5.8672504
784,1320,187.4712,11.7471,187.5549162861759,11.796369939266748,0.086,0.0852,71.7119,8.393068,2.9880908
786,614,15.4188,34.8336,15.408113339104485,34.834549819213834,0.2526,0.22327594,71.6817,5.819781,5.0247817
798,1030,177.1401,22.4009,177.40321721867878,22.406337791542427,0.1767,0.545,71.4603,11.417517,10.417826
808,497,356.8266,21.5823,357.2018370110763,21.723500796384087,0.2154,-1.0,71.2768,6.414521,0.0
825,964,182.3652,26.6885,182.32341783508815,26.659126428106788,0.5587,0.5586,70.79899999999999,6.595682000000001,7.034222
846,446,218.89700000000002,55.2039,218.83875087412983,55.14134974316738,0.1389,0.13977271,70.3907,6.5808735,2.7712498
850,710,45.7412,43.776,45.174826301593505,44.49151425319459,0.0783,0.03,70.3691,6.1039962999999995,1.9121203000000002
855,419,346.4472,20.9005,346.45894942510216,21.32443380940897,0.1451,-1.0,70.3382,6.727388,0.0
856,199,260.0196,26.6485,260.02172478990417,26.631582623135603,0.1601,0.1644,70.3366,11.753879,5.9041457
862,141,211.8275,27.8053,211.69322098899303,27.729940386696892,0.1963,0.56644744,70.2619,4.6123137000000005,5.6912227
863,440,238.2809,62.0355,238.13459289991883,62.05447674728254,0.2996,0.33078483,70.2017,6.2427926,4.034956
864,67,243.7715,7.5822,243.8319244384712,7.5709251815351655,0.3374,0.34513340000000003,70.1998,5.351101,5.6525307
866,245,260.20799999999997,35.3182,260.2028739745533,35.32480627480414,0.3905,0.38299999999999995,70.1763,5.3506775,5.213302
869,850,137.7109,38.8176,137.69633595909679,38.81124826824495,0.5165,0.561,70.0668,5.7595553,6.945816000000001
899,651,20.4235,20.1008,20.434627502748093,20.139819988566963,0.2278,0.19398215,69.4716,5.17925,3.9867559999999997
902,586,11.3054,-1.883,11.309971856238775,-1.8576375353730588,0.5405,0.55676883,69.3875,5.076919599999999,6.371614
914,945,149.9413,22.4136,149.8407732635051,22.47234776317093,0.2446,0.319,69.1946,5.0557566,4.956008
923,910,123.3762,22.0513,123.39442194262587,22.068873573510615,0.3918,0.38201514,68.9961,5.8609160000000005,6.093917
925,247,260.0656,35.5708,260.07859485493105,35.60019755947288,0.3934,0.387,68.9289,6.5347610000000005,6.087978400000001
934,1644,209.9417,14.2558,209.96481483284745,14.250486889726732,0.2087,0.209,68.8245,9.515182000000001,5.6563550000000005
953,652,176.6885,65.0871,176.70397619874774,65.08909018768914,0.5501,0.5293083000000001,68.4969,5.0273128,5.1586924000000005
963,1020,178.8439,23.3474,178.83228688208627,23.409585623089058,0.1392,0.1427,68.3579,14.557321,5.947108999999999
967,504,2.7282,6.422000000000001,2.5583962349426503,6.633859554729253,0.3529,0.291234,68.3279,4.6435084,4.798479599999999
972,532,2.5854,17.7392,2.5556375863407705,17.755917970500057,0.1915,0.17305234,68.2391,4.5427313,3.2622737999999996
979,570,6.9407,26.274,6.929389771664983,26.237316719287172,0.3683,0.3668,68.1102,5.284577400000001,5.309892700000001
992,237,236.0446,36.2067,236.21485590580482,36.12190556723911,0.2076,0.0654,67.9611,7.214589,2.3794463
994,232,357.7058,-19.7895,357.78259648977064,-19.98250139020178,0.4693,0.248,67.9162,6.77588,4.707928
1022,1174,168.1978,2.447,168.21725270187812,2.483749510749181,0.2651,0.078,67.528,5.9859324,2.3203511000000003
1027,875,60.0184,0.1805,59.904535028709354,0.1318915238320538,0.3977,-1.0,67.4869,7.277812,0.0
1028,621,14.9934,13.3354,14.952413729268198,13.264428243552873,0.4452,0.49384898,67.4821,4.916163,4.498387999999999
1029,344,345.2641,6.7961,345.2398541513928,6.782657239024503,0.0738,0.042,67.4816,7.6943345,1.9557918
1034,1347,184.9089,-3.3025,184.90696436791774,-3.284091916695052,0.3052,0.30503309999999995,67.3975,4.7509294,4.2261596
1039,464,216.7759,55.8061,216.77906936376968,55.74970443037433,0.1312,0.13183835,67.305,6.627611999999999,2.8281803
1041,219,331.411,-5.5924,331.39185132137504,-5.558059527481696,0.0932,0.0582,67.2917,4.688615,1.783753
1044,575,9.6523,10.1673,9.426704235327836,10.248536281768645,0.3412,-1.0,67.2406,5.458343,0.0
1056,309,337.2132,7.4593,337.1937320971138,7.4599502746112085,0.3686,0.3729692,67.1286,4.640829599999999,5.1617246
1068,386,205.88099999999997,40.1498,205.87500422449315,40.132849057370144,0.2223,0.2219,66.9996,5.120901,3.8314958
1070,1040,179.9917,23.0535,180.32620665398488,23.095812169661652,0.2609,0.26899999999999996,66.9829,12.010733,7.485827400000001
1094,371,354.165,-1.4602,354.0406086966408,-1.4336187798911224,0.2073,-1.0,66.5656,4.739624,0.0
1098,805,174.2962,40.2097,174.05054360455205,40.103211571503365,0.2897,0.28800000000000003,66.5356,5.6043652999999996,4.7928767
1118,750,24.1544,-8.0987,24.33375222721551,-8.481528312736334,0.1719,0.5660000000000001,66.3198,7.983657400000001,8.934781
1119,405,349.18300000000005,12.7863,349.1767546670961,12.81250397699816,0.5407,0.52370894,66.3078,4.8636813,6.277305
1123,123,254.6416,15.3021,254.69025040063164,15.319842294351199,0.4465,0.48,66.2334,4.9995,6.264101999999999
1126,461,353.5979,17.9927,353.5972470418322,18.00028415460352,0.414,0.436,66.2136,6.0221834,7.0494475
1130,21,227.8118,6.1991,227.72895004094468,5.768101486423719,0.0801,0.0766,66.1322,23.170881,7.039484
1130,25,227.8118,6.1991,227.75523905616382,6.0220110739376835,0.0801,0.07572769,66.1322,5.731921,1.8444156999999999
1144,497,356.9664,21.9518,357.2018370110763,21.723500796384087,0.1892,-1.0,65.9696,6.414521,0.0
1147,936,183.0191,27.5315,183.0900801154939,27.55304538212357,0.3301,0.353,65.9113,10.08654,7.5037723
1156,864,162.6553,35.8115,162.66456353589726,35.84289250368186,0.5055,0.50936544,65.7919,5.2922997,5.6801977
1158,1036,170.9845,19.9926,170.8007775577256,19.611819090267968,0.1662,0.1042,65.7241,5.974686,2.9101765
1171,21,227.7097,5.5061,227.72895004094468,5.768101486423719,0.0803,0.0766,65.4757,23.170881,7.039484
1171,25,227.7097,5.5061,227.75523905616382,6.0220110739376835,0.0803,0.07572769,65.4757,5.731921,1.8444156999999999
1178,521,357.673,29.4695,357.63896872186285,29.539921200701805,0.1759,0.1498,65.396,5.1565413,3.4469065999999997
1181,930,174.56,27.921999999999997,174.55337478752674,27.920295548141155,0.4472,0.4474,65.3717,7.9512753,7.387940400000001
1184,495,353.7241,27.3522,354.5042922173156,27.081758017580967,0.0808,0.0309,65.3461,7.149729300000001,1.5119333000000001
1199,855,126.5258,36.8153,126.53965299514877,36.85048253387232,0.3559,0.36475542,65.1507,4.5137480000000005,5.4092927
1205,235,257.452,34.423,257.46716548882483,34.46128665702905,0.0857,0.0802,65.0376,11.624644,3.731657
1232,342,330.8575,23.9052,330.85495637498366,23.9104992659932,0.2838,0.2662265,64.7021,5.1355023,4.2799726
1247,884,123.2826,29.337,123.30392899991229,29.365199827426352,0.3719,0.36046457,64.5058,4.6393002999999995,5.1700025
1251,836,49.8348,2.0944,49.811718302501525,2.133676309232543,0.3766,-1.0,64.43,4.5371904,0.0
1252,1625,209.095,10.7813,209.10035015995405,10.782457981776712,0.2375,0.24696477,64.4281,4.9626775,4.257032
1280,492,358.9787,11.3882,358.8848805722656,11.337716454751478,0.0855,0.0726,63.9574,6.170913,2.3994622000000003
1289,320,350.2172,-4.57,350.23442302364685,-4.6444393803106845,0.2228,0.18921189,63.8333,4.569685,3.343928
1301,1639,208.4847,14.8974,208.50089290472556,14.90248572969759,0.1262,0.1251,63.7316,5.0753837,2.945922
1317,903,113.4439,20.3181,113.45389776534479,20.313528128496987,0.3081,0.3184,63.5337,5.862832,5.842621299999999
1344,1518,202.8104,-1.845,202.7771375730095,-1.8055422603777127,0.0856,0.0852,63.2214,8.689794000000001,3.2261443
1352,225,324.0331,1.5737,323.8259983544232,1.4104545372692232,0.3819,0.231,63.1375,9.53946,6.7316947
1363,154,253.6574,22.6724,253.6242587612244,22.590872192851876,0.1808,0.1811,63.0347,4.6744432,3.4307152999999997
1374,653,187.1059,47.4266,187.2235268103115,47.612346784063966,0.2606,0.254,62.9316,8.944844999999999,5.8776264000000005
1377,525,1.8838,16.4818,1.8955148571413765,16.13084927917448,0.1424,-1.0,62.885,7.094631,0.0
1378,299,239.1753,44.6539,239.1790897762128,44.65326377387471,0.5138,0.61,62.8787,5.7497635,6.460897
1381,562,10.4474,-9.3602,10.471853682454807,-9.3464342244661,0.0565,0.0555,62.8338,22.759635999999997,4.9183536
1381,569,10.4474,-9.3602,10.872171352209074,-10.17526815113416,0.0565,0.50189316,62.8338,5.029641000000001,5.874784
1383,507,1.5932,10.8605,1.5977679947871788,10.89274671868046,0.1904,0.1698,62.8223,5.8984309999999995,3.8539587999999996
1423,15,221.8514,8.4758,221.8651319015577,8.45169010958117,0.3789,0.38,62.2321,6.7599907,7.122818
1445,47,222.0012,14.7413,221.97865050985612,14.769364434914525,0.2116,0.21983355,61.9991,4.996656400000001,4.3659105
1457,951,117.1929,9.6672,117.20717638102272,9.668524046392047,0.498,0.48,61.8863,7.556130400000001,7.7902455
1477,1186,168.9732,1.4969,168.9492975800633,1.4961154898819748,0.3552,0.3499,61.7181,7.7674327000000005,6.863782400000001
1478,200,245.2653,29.799,245.1403523756866,29.894136617853107,0.09699999999999999,0.0972,61.7049,7.9888973,3.671208
1481,1584,208.2881,5.1555,208.29267695166558,5.167323115457767,0.0804,0.0788,61.6891,5.813807499999999,2.5062458999999997
1486,1205,175.3024,5.7313,175.33563254404666,5.709331820229191,0.0991,0.0974,61.5568,5.156294,2.410853
1500,571,7.9675,17.9001,8.034519063205039,18.153635976575607,0.1587,0.39564738,61.4202,7.712888700000001,7.6086564
1505,1450,194.6729,-1.7615,194.6654044463869,-1.7496547380373089,0.0828,0.0845,61.386,12.023709,4.446865
1516,1564,201.5052,12.3884,201.54510420295952,12.42180665621324,0.2029,0.204,61.2795,5.826356,4.095102
1530,954,137.7978,17.7755,137.80447495360866,17.802743342234077,0.5001,0.5049,61.0123,5.5875845,6.9907335999999995
1540,678,25.2394,21.0972,25.51566656129875,21.53302040606336,0.0455,0.2803,60.8805,5.9895554,5.9843245000000005
1553,173,321.2844,-6.9192,321.3199099466058,-6.9781361660072125,0.1182,0.1153,60.757,4.9734488,2.8074892000000005
1565,286,259.3223,42.4138,259.3134120537413,42.461771648031295,0.19699999999999998,0.1754,60.6305,8.437763,4.537866
1574,873,157.9172,35.0756,157.9544467436663,35.04060181231712,0.1225,0.1259,60.5548,6.7211647,3.241592
1578,361,196.4545,30.9031,196.4623437001371,30.89305776173028,0.1866,0.1832,60.5349,8.046776,4.6578574
1604,403,215.5092,48.4753,215.5298974724949,48.47688288837164,0.0719,0.07007737,60.2492,6.605046000000001,1.8283817
1606,1046,135.4446,-1.3666,135.37263558757144,-1.6582023102879049,0.3116,0.29435,60.2356,5.2230377,4.961755999999999
1626,966,124.1871,9.4108,124.15811328701716,9.369399195216056,0.2547,0.2557,59.9814,6.786181,5.692354
1637,198,221.227,31.499000000000002,221.1193584375849,31.233363034130587,0.2202,0.23399999999999999,59.9121,6.149436,4.7297473
1638,585,198.523,64.5562,198.55142489191684,64.56429187511203,0.2163,0.22,59.8931,8.470024,4.3877263
1646,229,255.6736,34.0653,255.66630937229573,34.05107221029076,0.0974,0.0953,59.8471,12.739476,4.3796263
1653,415,345.4085,22.3996,345.40590193438805,22.48325419915264,0.1848,-1.0,59.7509,5.814243,0.0
1661,1346,190.2878,18.561,190.37136352704533,18.552325462869728,0.0726,0.073,59.6442,7.4316320000000005,2.628514
1665,540,4.6356,16.4334,4.644866742128717,16.433379067323795,0.5159,0.5456,59.6072,9.680209,9.793704
1682,578,195.3509,48.2586,195.3483931316336,48.24185659288497,0.2888,0.25487864,59.4214,4.9843269999999995,3.7742252
1686,1022,157.5912,14.0753,157.6628419500049,14.243262281742954,0.3213,0.32647815,59.4018,5.6929016,4.8675275000000005
1686,1026,157.5912,14.0753,157.84795186362274,14.076563866465724,0.3213,0.3188,59.4018,5.636506,5.275887
1689,213,227.5324,33.4691,227.55461257441436,33.491478341692385,0.1171,0.113,59.3955,15.900235,5.850329400000001
1698,959,150.1628,20.6071,150.16530121884998,20.72067592185392,0.3423,0.21867126,59.343999999999994,4.67614,4.016582499999999
1700,594,194.8908,60.0772,194.92661710656571,60.07410570125843,0.3436,0.344,59.3133,8.079513,5.691853500000001
1711,598,193.6679,62.563,193.64634207373481,62.59631988644907,0.3111,0.31822547,59.2023,6.073884,4.528066
1729,216,322.4351,-0.1829,322.41014395828137,0.07330360864431269,0.1352,0.2347,59.0912,4.873673,4.338451999999999
1730,519,203.0686,50.3877,203.1776745796011,50.51829258315993,0.2735,0.2799,59.0903,16.456938,8.217336999999999
1738,99,234.9935,17.9318,235.03317288992508,17.898661580776395,0.387,0.0916,58.9927,6.914905999999999,3.2491347999999998
1741,662,184.8269,50.9298,184.82048010059276,50.921678309818134,0.524,0.54361224,58.9794,6.0583715,6.0055065
1745,423,345.5452,24.0576,345.4275890886805,24.040251637089977,0.4311,-1.0,58.9471,6.031847,0.0
1756,556,5.2332,28.5232,5.145635036500964,28.66569771181284,0.1131,0.094,58.8306,9.357778,3.8244157
1756,559,5.2332,28.5232,5.352562208950663,28.050430546817626,0.1131,0.0948,58.8306,4.7778945,2.4723208
1759,1299,189.2424,19.1799,189.1179938065633,19.078166218596788,0.2293,0.18,58.8115,4.8639483,3.3847792
1763,502,2.5704,6.6823,2.339505171996875,6.829251560822418,0.2819,0.24406195,58.7889,5.9049044,4.89872
1763,504,2.5704,6.6823,2.5583962349426503,6.633859554729253,0.2819,0.291234,58.7889,4.6435084,4.798479599999999
1779,236,237.4451,36.3266,237.1413129975069,36.103359652363416,0.2355,0.2382,58.5975,6.8540529999999995,5.586019
1784,365,347.6163,7.546,347.6027872808827,7.6490441190470095,0.0723,0.0424,58.5858,5.450277,1.4825848
1804,298,328.8802,12.5407,328.9193863150285,12.515036816461166,0.1965,0.192,58.4177,7.356833,4.956601999999999
1812,535,209.8901,62.3168,209.93559738845371,62.52795012568386,0.3279,0.3259,58.3672,7.199408,4.8143888
1830,791,140.4347,51.8737,140.58594134582458,51.8876239499636,0.2082,0.20973293,58.2194,4.961611,3.7559066
1842,556,5.0825,28.864,5.145635036500964,28.66569771181284,0.1087,0.094,58.1421,9.357778,3.8244157
1859,509,212.5706,59.7154,212.589737784113,59.680120178287744,0.3185,0.316,58.001000000000005,6.034577,4.414105
1878,2,203.3472,19.9126,203.55868280030043,20.255990465994845,0.1718,0.171,57.8349,9.256691,5.1223906999999995
1880,755,167.1328,50.271,167.10236038002688,50.28111219666011,0.5426,0.5877465000000001,57.8183,6.390865,6.767759299999999
1893,1177,164.5874,-2.1822,164.56970880335217,-2.190553803629491,0.3626,0.34029737,57.6779,4.818958,4.9863295999999995
1925,586,11.290999999999999,-2.3575,11.309971856238775,-1.8576375353730588,0.1245,0.55676883,57.4722,5.076919599999999,6.371614
1927,145,209.7806,28.0055,209.8162598677606,27.965074011931875,0.0789,0.0612,57.4662,9.287459,2.5706658
1946,558,201.487,59.2996,201.44570872962976,59.33046659607385,0.1752,0.16951683,57.3507,6.40137,3.2733927000000005
1967,815,125.62899999999999,47.1403,126.36985365518595,47.15324363195961,0.1277,0.1267,57.1224,7.44124,3.901607
1986,220,233.8093,34.3254,233.82830541028446,34.344616355525204,0.23399999999999999,0.2347,56.949,5.194575,4.385536
2001,1079,155.9011,4.1743,155.9240151854139,4.166261081999045,0.2908,0.285,56.845,8.38827,6.5251402999999994
2004,354,357.9292,-8.9848,357.9402496747136,-8.966737898928235,0.3917,0.3939,56.8285,6.1372514,5.901285
2011,724,164.5159,56.7934,164.6039329243655,56.792620166211684,0.1364,0.1369,56.757,15.992572000000001,5.865067
2015,672,180.0449,56.2936,180.085171633814,56.25235980884716,0.0649,0.065,56.7467,6.2693010000000005,1.8087542
2034,1478,198.0553,-0.9899,197.8603309841854,-1.336351008537752,0.0847,0.1832,56.5937,16.741165,8.768981
2066,610,14.6184,26.8949,14.001803590069606,26.378361765258532,0.0817,0.1971,56.2417,12.772392,7.6541820000000005
2067,176,312.4107,-1.6861,312.5348829085996,-1.5905274881760787,0.2638,-1.0,56.2171,5.1040874,0.0
2070,626,15.8929,25.2536,16.07835885375033,25.14501081372084,0.2018,0.16614722,56.2154,4.8968186,3.8364162000000004
2088,790,170.9175,43.0888,170.9185681467575,43.01350439676017,0.1946,0.1957,56.0668,5.474197,3.6991355
2100,415,345.2723,22.5536,345.40590193438805,22.48325419915264,0.3336,-1.0,55.9881,5.814243,0.0
2107,452,357.7243,6.1449,357.74227843322143,6.154395298200724,0.0834,0.0562,55.9684,5.6545153,1.8562023999999997
2134,327,223.0052,44.5188,223.03021443037048,44.4554226094534,0.2847,-1.0,55.7582,5.420856,0.0
2161,385,336.7482,25.8354,336.7802258809365,25.814479652865764,0.1841,0.165,55.5395,5.809038,3.4547297999999995
2166,1002,170.6247,21.406,171.0046074558256,21.48938666128953,0.1632,0.1904,55.5023,8.787463,5.2742786
2194,1036,170.7663,19.6594,170.8007775577256,19.611819090267968,0.1031,0.1042,55.2654,5.974686,2.9101765
2195,189,263.7317,25.1805,263.56486816482345,24.544346940634675,0.1164,0.7360800000000001,55.2638,4.7009419999999995,6.1348519999999995
2212,372,356.1831,-4.0021,356.0656789464128,-4.389911081726367,0.0949,0.0786,55.1659,9.495541000000001,3.1165664
2241,881,154.1059,33.6496,154.0910699085395,33.66041830039578,0.1288,0.124,54.9548,7.823474000000001,3.620565
2279,508,197.7759,39.2455,197.75440941546813,39.246288766603676,0.07200000000000001,0.07200000000000001,54.6646,6.9317727,2.1962824
2285,697,168.7342,59.4509,168.74886994852704,59.45125094862827,0.3613,0.36635113,54.6354,5.860000599999999,5.30871
2286,528,207.1887,57.3507,207.23012113999968,57.34687123154693,0.2994,0.32167724,54.6242,4.6458673,3.8494954
2288,777,124.4786,54.6295,124.70987927678058,54.53330690976962,0.11800000000000001,0.5958614000000001,54.608000000000004,4.6709003,5.7595644
2294,842,144.8751,40.7705,144.85007675499608,40.757571348145596,0.2356,0.24039191,54.5885,5.2004660000000005,4.231923999999999
2313,732,49.3186,40.2843,49.332047206836634,40.67688905829269,0.1715,-1.0,54.3934,4.677712400000001,0.0
2333,571,8.0766,18.4944,8.034519063205039,18.153635976575607,0.1505,0.39564738,54.2849,7.712888700000001,7.6086564
2343,659,173.3147,66.3918,173.3085485930859,66.38693940385608,0.1153,0.11599999999999999,54.2316,9.162063,3.4044566
2393,1501,197.3431,10.8563,197.31090051216015,10.901738835883911,0.4249,0.4255,53.9708,5.334761599999999,6.126018
2406,715,44.0301,41.6312,43.66652827377807,41.6040632797411,0.0727,0.0172,53.9167,8.219341,1.9571857
2418,160,239.8773,26.6206,239.6004709809277,27.212253386991293,0.0893,0.0894,53.7985,28.386078,8.771307
2434,473,217.1719,56.7967,217.1485398057025,56.87658353117354,0.1062,0.1051,53.6898,8.084466,2.8119419
2435,843,50.2968,0.4391,50.126345342074785,0.5114655725280708,0.3016,0.3939,53.6861,4.6359277,5.136060700000001
2465,618,14.0388,-1.46,14.06051542324233,-1.2819147356466094,0.0507,0.0442,53.4816,15.160507,3.4297416
2477,1025,129.8873,-1.6821,129.86034186135126,-1.6789274135970775,0.303,0.28085,53.4243,4.5957550000000005,4.7684293
2498,404,346.9667,16.373,346.80058491070776,16.509778702528422,0.4173,0.2502,53.2647,6.8535542000000005,6.062336
2507,987,126.4294,4.5967,126.28130066972338,4.456367352016752,0.1029,0.23281266,53.2014,7.895587,5.067926
2507,989,126.4294,4.5967,126.44771951695351,4.303618246083366,0.1029,0.2248,53.2014,6.795596000000001,4.8747344
2508,1458,195.68200000000002,-2.4764,195.69294970127618,-2.483967870427533,0.0838,0.0847,53.1954,4.5309386,2.2223189999999997
2521,1562,206.1283,2.3753,206.12362360319244,2.389021439669554,0.3921,0.37644494,53.1346,5.2527413,5.947718599999999
2551,722,184.6249,40.218,184.6185274610873,40.22111664589365,0.3027,0.3038,52.9637,5.4607177,4.7529959999999996
2580,345,238.3286,51.1235,238.29883493490144,51.148337948232175,0.2282,0.2354,52.8019,4.6611605,3.1982152000000004
2582,461,353.3166,18.0577,353.5972470418322,18.00028415460352,0.2521,0.436,52.7909,6.0221834,7.0494475
2586,790,171.111,42.7146,170.9185681467575,43.01350439676017,0.1944,0.1957,52.7449,5.474197,3.6991355
2608,436,350.9759,16.7704,350.98958096599665,16.765462100357283,0.0681,0.0416,52.6277,5.5390215,1.7643043
2612,542,5.2919,22.328000000000003,3.872979770029704,22.245418929338054,0.0524,-1.0,52.6155,5.720149500000001,0.0
2620,236,236.2407,36.1277,237.1413129975069,36.103359652363416,0.0677,0.2382,52.5817,6.8540529999999995,5.586019
2620,237,236.2407,36.1277,236.21485590580482,36.12190556723911,0.0677,0.0654,52.5817,7.214589,2.3794463
2630,596,194.421,65.3596,194.57228327315516,65.35995871138672,0.2352,0.23321509999999998,52.5339,6.270239,3.9825943
2637,168,218.0051,29.5656,217.99583896954275,29.55665389525545,0.2226,0.2191,52.4644,6.6216984,4.8253675000000005
2643,598,193.3017,62.8221,193.64634207373481,62.59631988644907,0.2374,0.31822547,52.4202,6.073884,4.528066
2660,443,355.2769,8.8395,355.5089132292594,9.143197170621947,0.1573,0.48806635,52.2895,5.7008376,6.000246
2674,621,14.6797,12.8437,14.952413729268198,13.264428243552873,0.0687,0.49384898,52.2209,4.916163,4.498387999999999
2677,554,8.7655,1.7121,8.622170747171786,2.4226259523986475,0.0798,0.36831814,52.2001,5.658483,5.775038200000001
2727,247,259.9047,35.8623,260.07859485493105,35.60019755947288,0.2703,0.387,51.9709,6.5347610000000005,6.087978400000001
2754,525,1.3593,15.974,1.8955148571413765,16.13084927917448,0.1168,-1.0,51.8337,7.094631,0.0
2809,564,7.2845,17.7385,7.361953211521148,17.994695119351725,0.1322,0.17,51.5038,6.847125999999999,4.3160925
2816,898,128.6507,26.9517,128.6142613066607,26.973131750743537,0.4571,0.4561,51.4633,4.981599299999999,5.8669459999999996
2823,203,314.7033,1.71,314.7312174450861,1.3563280768620698,0.1857,0.33399999999999996,51.4273,6.785409,6.597796000000001
2838,413,341.1946,28.3517,341.36031572414214,28.14441465231483,0.3663,0.36173514,51.3581,6.9766197,6.3128715
2872,1557,205.5471,2.2373,205.5502267849707,2.2563185001023585,0.0781,0.0765,51.1843,6.0663342,2.4555886
2872,1562,205.5471,2.2373,206.12362360319244,2.389021439669554,0.0781,0.37644494,51.1843,5.2527413,5.947718599999999
2891,1030,177.6079,22.3886,177.40321721867878,22.406337791542427,0.2776,0.545,51.0747,11.417517,10.417826
2918,778,156.2348,50.1733,155.5974893881438,50.1197468146659,0.1555,0.158,50.9406,9.655517999999999,4.7336407
2943,317,210.9339,38.4511,210.91136033940776,38.469699175667095,0.4785,0.48451862,50.7976,5.7375665,5.7526608
3001,892,123.6386,27.2495,123.65788875539177,27.336560467552466,0.285,0.28417647,50.5432,4.9660597,4.943095
3003,214,318.4142,2.4937,318.5153992104564,2.5707131966402947,0.0673,0.0494,50.5268,6.442409,1.7961741999999998
3085,765,139.9424,56.3661,139.8791204139723,56.346007055965224,0.2818,0.2696079,50.1402,5.087326999999999,4.612375
3110,751,28.4123,-1.3844,28.38664041458776,-1.2659783813044647,0.2427,0.2438,50.0435,4.774243,4.261919
3116,267,246.0379,41.2377,246.07506763398655,41.24702286040096,0.2135,0.1825,50.0255,5.1846065999999995,3.8969338
3149,847,154.2133,38.7544,154.25744553147203,39.02795684870318,0.2019,0.20600000000000002,49.8574,9.402097999999999,5.8345037
3174,262,234.4719,39.4212,234.50726910876588,39.414731327035604,0.4401,0.42203320000000005,49.7517,6.3514422999999995,6.2395830000000005
3181,963,150.7971,20.5417,150.62970422675025,20.528271158463575,0.3081,0.3205,49.7313,4.500935,4.7085867
3198,476,0.9054,2.0617,0.9450593131603874,2.0536454341381765,0.09699999999999999,0.0924,49.6536,5.3032537,2.2387742999999998
3231,750,24.3424,-8.4765,24.33375222721551,-8.481528312736334,0.4981,0.5660000000000001,49.4997,7.983657400000001,8.934781
3241,1056,145.1219,2.4786,145.11100250282922,2.4719306252992097,0.1519,0.1508,49.4725,5.223493,3.4322699999999995
3258,119,207.2356,26.5678,207.22205246185433,26.5945952594578,0.0627,0.0622,49.4195,19.265420000000002,4.4652133
3287,556,5.4089,28.1204,5.145635036500964,28.66569771181284,0.1083,0.094,49.2968,9.357778,3.8244157
3287,559,5.4089,28.1204,5.352562208950663,28.050430546817626,0.1083,0.0948,49.2968,4.7778945,2.4723208
3304,573,9.0437,9.2333,9.267227486688514,9.153556343194813,0.426,0.2546,49.2257,8.400888,6.4331135999999995
3398,832,136.7996,43.0579,136.68402978663318,43.13611985391422,0.3867,0.2368,48.9065,4.795485,3.9735742
3404,204,260.084,27.6984,260.03231828590725,27.688184608582247,0.1586,0.16399999999999998,48.8796,7.283189999999999,4.331068
3427,786,155.9147,49.0801,155.94039031064446,49.13273143202922,0.1428,0.14400000000000002,48.7895,11.166475,4.9434595
3437,832,136.7396,43.0372,136.68402978663318,43.13611985391422,0.3649,0.2368,48.7237,4.795485,3.9735742
3479,288,327.9559,10.7788,328.0099380543881,10.80461778331836,0.2097,0.19448045,48.5845,4.9931617,3.842075
3483,383,335.6317,27.1253,335.5577934321543,27.143047133333106,0.2673,0.23147558,48.5776,4.820332,3.8101652
3490,299,239.1083,44.6671,239.1790897762128,44.65326377387471,0.5037,0.61,48.5567,5.7497635,6.460897
3492,992,143.8907,12.2846,144.14657440990362,12.452201998462476,0.1802,0.3104,48.5534,5.810921,5.7500477
3496,381,204.5062,38.5597,204.4772973134186,38.8707524732651,0.2274,-1.0,48.5395,5.069181400000001,0.0
3523,365,347.8005,7.8592,347.6027872808827,7.6490441190470095,0.1812,0.0424,48.4375,5.450277,1.4825848
3544,987,126.4781,4.249,126.28130066972338,4.456367352016752,0.2253,0.23281266,48.3741,7.895587,5.067926
3544,989,126.4781,4.249,126.44771951695351,4.303618246083366,0.2253,0.2248,48.3741,6.795596000000001,4.8747344
3547,905,151.1972,29.1917,151.2011973058861,29.231111398976388,0.3778,0.37117273,48.3597,5.4049335,5.538028700000001
3548,1029,141.6976,5.0216,141.7153836304989,5.009736537724443,0.46399999999999997,0.4616,48.3571,5.5767074,6.3876443
3562,824,127.0245,44.7668,127.08279267910277,44.75489640218323,0.145,0.145,48.31399999999999,4.913714,3.0758843
3565,318,326.2778,20.4232,326.5373031783524,20.477777485605692,0.1856,0.25,48.3056,7.228796000000001,5.0252047
3568,908,178.5741,29.2479,178.5581184126742,29.24305229427513,0.3317,0.36051235,48.2753,5.0023040000000005,4.621805
3576,372,356.0011,-4.4765,356.0656789464128,-4.389911081726367,0.1005,0.0786,48.2552,9.495541000000001,3.1165664
3586,862,130.8477,36.2632,130.74851204175278,36.35276996497539,0.292,0.282,48.2206,18.863644,10.998416
3651,1557,206.1931,2.8898,205.5502267849707,2.2563185001023585,0.0783,0.0765,47.98,6.0663342,2.4555886
3651,1562,206.1931,2.8898,206.12362360319244,2.389021439669554,0.0783,0.37644494,47.98,5.2527413,5.947718599999999
3660,1434,193.5048,7.0289,193.52361261839286,6.978755430545268,0.34600000000000003,0.34600000000000003,47.9537,4.722236,4.817952
